household_id,camp_name,family_size,head_gender,head_age_group,food_insecurity_score,shelter_damage_score,chronic_disease_present,vulnerability_index
HH_05173,Camp Gamma,5,Male,36-50,0.49,0.56,0,0.41
HH_05174,Camp Gamma,4,Male,36-50,0.77,0.77,0,0.58
HH_05175,Camp Alpha,10,Female,36-50,0.81,0.18,0,0.48
HH_05176,Camp Gamma,8,Female,36-50,0.24,0.27,1,0.46
HH_05177,Camp Beta,8,Female,26-35,0.25,0.69,1,0.59
HH_05178,Camp Alpha,2,Female,18-25,0.77,0.07,0,0.35
HH_05179,Camp Beta,3,Female,26-35,0.45,0.75,0,0.44
HH_05180,Camp Gamma,7,Female,36-50,0.68,0.36,0,0.45
HH_05181,Camp Alpha,9,Female,36-50,0.59,0.53,0,0.49
HH_05182,Camp Alpha,9,Male,18-25,0.85,0.13,0,0.47
HH_05183,Camp Alpha,5,Female,26-35,0.74,0.3,0,0.44
HH_05184,Camp Gamma,8,Male,36-50,0.14,0.36,0,0.24
HH_05185,Camp Gamma,10,Male,51-65,0.16,0.47,1,0.51
HH_05186,Camp Alpha,6,Male,26-35,0.86,0.19,1,0.66
HH_05187,Camp Beta,3,Male,26-35,0.2,0.67,1,0.51
HH_05188,Camp Gamma,5,Male,18-25,0.62,0.59,0,0.47
HH_05189,Camp Beta,1,Male,36-50,0.53,0.7,1,0.63
HH_05190,Camp Alpha,6,Female,65+,0.94,0.2,0,0.5
HH_05191,Camp Alpha,7,Female,51-65,0.59,0.08,0,0.33
HH_05192,Camp Alpha,1,Male,18-25,0.53,0.35,1,0.53
HH_05193,Camp Beta,4,Female,36-50,0.37,0.87,0,0.45
HH_05194,Camp Alpha,7,Female,36-50,0.83,0.51,0,0.55
HH_05195,Camp Gamma,3,Female,26-35,0.64,0.73,0,0.51
HH_05196,Camp Alpha,4,Other,26-35,0.71,0.11,1,0.56
HH_05197,Camp Gamma,1,Female,51-65,0.33,0.49,0,0.29
HH_05198,Camp Beta,2,Female,51-65,0.53,0.58,0,0.41
HH_05199,Camp Gamma,9,Male,18-25,0.53,0.82,0,0.55
HH_05200,Camp Beta,9,Other,36-50,0.72,0.57,0,0.55
HH_05201,Camp Beta,10,Male,18-25,0.28,0.64,0,0.4
HH_05202,Camp Beta,2,Female,26-35,0.55,0.68,1,0.64
HH_05203,Camp Gamma,5,Male,36-50,0.32,0.26,1,0.46
HH_05204,Camp Beta,1,Female,51-65,0.56,0.51,0,0.39
HH_05205,Camp Beta,3,Female,26-35,0.4,0.65,0,0.39
HH_05206,Camp Alpha,6,Female,36-50,0.69,0.23,0,0.4
HH_05207,Camp Beta,9,Female,26-35,0.44,0.73,0,0.49
HH_05208,Camp Alpha,1,Female,36-50,0.46,0.44,0,0.33
HH_05209,Camp Alpha,9,Female,18-25,0.49,0.07,0,0.31
HH_05210,Camp Alpha,2,Male,26-35,0.87,0.16,0,0.42
HH_05211,Camp Beta,7,Female,26-35,0.36,0.81,0,0.46
HH_05212,Camp Beta,1,Male,26-35,0.19,0.81,0,0.33
HH_05213,Camp Beta,10,Female,18-25,0.21,0.83,1,0.63
HH_05214,Camp Alpha,7,Male,36-50,0.46,0.08,0,0.28
HH_05215,Camp Beta,7,Female,36-50,0.54,0.72,0,0.5
HH_05216,Camp Beta,4,Female,18-25,0.86,0.81,0,0.63
HH_05217,Camp Gamma,10,Male,65+,0.17,0.66,0,0.37
HH_05218,Camp Gamma,2,Male,51-65,0.39,0.16,0,0.22
HH_05219,Camp Gamma,9,Female,26-35,0.16,0.41,1,0.48
HH_05220,Camp Alpha,1,Female,36-50,0.66,0.31,0,0.37
HH_05221,Camp Gamma,7,Female,18-25,0.51,0.76,0,0.5
HH_05222,Camp Gamma,6,Male,51-65,0.68,0.7,0,0.54
HH_05223,Camp Gamma,7,Male,18-25,0.46,0.47,0,0.4
HH_05224,Camp Alpha,6,Male,26-35,0.86,0.4,0,0.52
HH_05225,Camp Gamma,6,Female,26-35,0.32,0.6,0,0.37
HH_05226,Camp Gamma,7,Male,36-50,0.04,0.42,1,0.41
HH_05227,Camp Alpha,5,Male,65+,0.9,0.28,0,0.49
HH_05228,Camp Gamma,8,Female,36-50,0.1,0.11,0,0.15
HH_05229,Camp Alpha,2,Male,65+,0.41,0.25,0,0.26
HH_05230,Camp Gamma,5,Other,26-35,0.44,0.44,0,0.36
HH_05231,Camp Gamma,8,Female,26-35,0.2,0.47,0,0.3
HH_05232,Camp Beta,8,Female,26-35,0.29,0.77,1,0.63
HH_05233,Camp Beta,8,Male,51-65,0.19,0.81,0,0.4
HH_05234,Camp Gamma,1,Female,51-65,0.78,0.46,0,0.46
HH_05235,Camp Alpha,9,Female,36-50,0.9,0.2,1,0.71
HH_05236,Camp Beta,3,Male,26-35,0.67,0.88,1,0.76
HH_05237,Camp Alpha,5,Female,18-25,0.56,0.09,0,0.3
HH_05238,Camp Beta,10,Female,18-25,0.17,0.71,0,0.38
HH_05239,Camp Alpha,8,Male,26-35,0.8,0.44,0,0.53
HH_05240,Camp Alpha,3,Female,26-35,0.88,0.3,0,0.47
HH_05241,Camp Beta,7,Female,26-35,0.22,0.83,1,0.61
HH_05242,Camp Alpha,1,Female,51-65,0.85,0.08,1,0.57
HH_05243,Camp Gamma,5,Male,18-25,0.2,0.42,0,0.26
HH_05244,Camp Beta,7,Male,26-35,0.35,0.9,0,0.48
HH_05245,Camp Alpha,3,Female,36-50,0.54,0.39,0,0.36
HH_05246,Camp Beta,10,Male,36-50,0.53,0.41,1,0.64
HH_05247,Camp Beta,8,Other,18-25,0.45,0.72,0,0.48
HH_05248,Camp Beta,9,Female,36-50,0.5,0.82,1,0.74
HH_05249,Camp Beta,7,Male,18-25,0.48,0.75,1,0.69
HH_05250,Camp Gamma,2,Female,36-50,0.28,0.55,0,0.3
HH_05251,Camp Alpha,6,Female,26-35,0.89,0.39,0,0.53
HH_05252,Camp Alpha,9,Female,26-35,0.77,0.47,1,0.74
HH_05253,Camp Alpha,10,Male,51-65,0.89,0.4,0,0.58
HH_05254,Camp Alpha,9,Female,26-35,0.38,0.43,0,0.37
HH_05255,Camp Beta,4,Male,26-35,0.32,0.68,0,0.37
HH_05256,Camp Beta,10,Other,26-35,0.28,0.94,1,0.69
HH_05257,Camp Beta,9,Male,36-50,0.55,0.96,0,0.6
HH_05258,Camp Beta,6,Male,36-50,0.47,0.85,1,0.7
HH_05259,Camp Alpha,8,Male,51-65,0.84,0.28,0,0.5
HH_05260,Camp Alpha,8,Other,51-65,0.93,0.21,1,0.72
HH_05261,Camp Alpha,5,Male,36-50,0.81,0.41,0,0.5
HH_05262,Camp Gamma,5,Male,36-50,0.32,0.68,0,0.38
HH_05263,Camp Alpha,1,Female,36-50,0.95,0.35,0,0.49
HH_05264,Camp Gamma,3,Male,26-35,0.47,0.39,0,0.33
HH_05265,Camp Gamma,6,Female,26-35,0.23,0.16,0,0.2
HH_05266,Camp Beta,8,Male,36-50,0.58,0.85,0,0.57
HH_05267,Camp Alpha,8,Male,26-35,0.74,0.26,0,0.45
HH_05268,Camp Gamma,6,Male,36-50,0.63,0.16,0,0.36
HH_05269,Camp Alpha,6,Female,36-50,0.81,0.67,0,0.59
HH_05270,Camp Beta,9,Female,26-35,0.07,0.75,0,0.34
HH_05271,Camp Beta,8,Female,26-35,0.78,0.79,1,0.83
HH_05272,Camp Gamma,6,Male,36-50,0.52,0.42,0,0.39
HH_05273,Camp Gamma,3,Other,51-65,0.24,0.3,0,0.22
HH_05274,Camp Alpha,10,Other,51-65,0.75,0.45,0,0.54
HH_05275,Camp Beta,7,Male,51-65,0.32,0.73,1,0.62
HH_05276,Camp Beta,9,Female,51-65,0.47,0.8,1,0.72
HH_05277,Camp Beta,5,Female,51-65,0.31,0.86,0,0.43
HH_05278,Camp Beta,1,Female,65+,0.46,0.55,1,0.56
HH_05279,Camp Alpha,2,Male,26-35,0.63,0.48,1,0.62
HH_05280,Camp Alpha,1,Female,36-50,0.76,0.3,0,0.4
HH_05281,Camp Alpha,3,Female,18-25,0.93,0.4,1,0.72
HH_05282,Camp Alpha,9,Male,26-35,0.8,0.64,0,0.6
HH_05283,Camp Alpha,9,Female,36-50,0.82,0.52,0,0.57
HH_05284,Camp Gamma,3,Female,36-50,0.78,0.5,0,0.49
HH_05285,Camp Gamma,4,Female,26-35,0.49,0.62,1,0.62
HH_05286,Camp Beta,9,Male,36-50,0.2,0.57,0,0.34
HH_05287,Camp Beta,6,Female,18-25,0.55,0.57,0,0.45
HH_05288,Camp Gamma,4,Male,18-25,0.31,0.91,1,0.64
HH_05289,Camp Alpha,3,Other,65+,0.65,0.06,0,0.31
HH_05290,Camp Beta,2,Male,26-35,0.63,0.74,1,0.69
HH_05291,Camp Beta,9,Female,36-50,0.38,0.59,0,0.42
HH_05292,Camp Gamma,7,Female,26-35,0.55,0.58,0,0.46
HH_05293,Camp Gamma,1,Male,18-25,0.35,0.21,0,0.21
HH_05294,Camp Gamma,1,Male,36-50,0.14,0.27,0,0.15
HH_05295,Camp Alpha,7,Male,51-65,0.83,0.12,0,0.44
HH_05296,Camp Alpha,2,Female,51-65,0.86,0.16,1,0.61
HH_05297,Camp Beta,4,Male,18-25,0.43,0.67,0,0.41
HH_05298,Camp Gamma,1,Male,36-50,0.19,0.47,0,0.23
HH_05299,Camp Beta,4,Male,65+,0.13,0.62,0,0.28
HH_05300,Camp Gamma,4,Female,51-65,0.67,0.31,0,0.4
HH_05301,Camp Beta,3,Female,51-65,0.64,0.67,0,0.49
HH_05302,Camp Alpha,7,Female,18-25,0.88,0.45,0,0.56
HH_05303,Camp Beta,2,Female,26-35,0.48,0.46,0,0.35
HH_05304,Camp Beta,10,Male,36-50,0.53,0.74,0,0.53
HH_05305,Camp Gamma,2,Male,36-50,0.04,0.74,1,0.46
HH_05306,Camp Alpha,4,Female,36-50,0.58,0.57,0,0.44
HH_05307,Camp Gamma,9,Female,26-35,0.34,0.48,1,0.57
HH_05308,Camp Alpha,10,Male,26-35,0.66,0.47,0,0.51
HH_05309,Camp Alpha,4,Female,36-50,0.76,0.28,0,0.43
HH_05310,Camp Gamma,8,Female,18-25,0.39,0.39,1,0.55
HH_05311,Camp Alpha,3,Male,18-25,0.81,0.16,0,0.4
HH_05312,Camp Beta,6,Female,36-50,0.27,0.77,0,0.4
HH_05313,Camp Beta,2,Female,26-35,0.38,0.68,0,0.38
HH_05314,Camp Gamma,1,Female,26-35,0.21,0.65,0,0.29
HH_05315,Camp Alpha,2,Male,18-25,0.93,0.14,0,0.43
HH_05316,Camp Alpha,3,Male,51-65,0.6,0.29,0,0.36
HH_05317,Camp Alpha,9,Female,26-35,0.77,0.36,1,0.71
HH_05318,Camp Alpha,4,Male,65+,0.8,0.11,0,0.39
HH_05319,Camp Alpha,10,Female,51-65,0.81,0.42,0,0.55
HH_05320,Camp Alpha,1,Female,36-50,0.62,0.36,0,0.37
HH_05321,Camp Beta,9,Male,51-65,0.84,0.84,0,0.68
HH_05322,Camp Beta,9,Female,36-50,0.59,0.81,0,0.57
HH_05323,Camp Beta,8,Female,26-35,0.37,0.55,0,0.39
HH_05324,Camp Beta,8,Male,26-35,0.34,0.83,0,0.47
HH_05325,Camp Beta,2,Male,36-50,0.55,0.64,1,0.63
HH_05326,Camp Alpha,4,Male,51-65,0.92,0.39,0,0.53
HH_05327,Camp Gamma,8,Female,26-35,0.57,0.45,0,0.44
HH_05328,Camp Beta,5,Female,36-50,0.3,0.86,0,0.43
HH_05329,Camp Gamma,5,Male,36-50,0.46,0.66,0,0.43
HH_05330,Camp Beta,9,Male,51-65,0.51,0.73,0,0.51
HH_05331,Camp Beta,5,Female,26-35,0.65,0.77,0,0.54
HH_05332,Camp Gamma,6,Male,18-25,0.47,0.45,0,0.38
HH_05333,Camp Gamma,2,Male,18-25,0.6,0.64,0,0.45
HH_05334,Camp Gamma,2,Male,26-35,0.11,0.42,0,0.19
HH_05335,Camp Gamma,8,Female,65+,0.55,0.69,0,0.51
HH_05336,Camp Gamma,4,Female,36-50,0.68,0.47,0,0.45
HH_05337,Camp Alpha,7,Female,26-35,0.63,0.33,0,0.42
HH_05338,Camp Alpha,10,Male,51-65,0.64,0.21,0,0.42
HH_05339,Camp Beta,10,Female,65+,0.83,0.72,0,0.65
HH_05340,Camp Beta,10,Male,26-35,0.38,0.38,0,0.37
HH_05341,Camp Beta,10,Male,26-35,0.68,0.72,0,0.59
HH_05342,Camp Beta,1,Female,26-35,0.43,0.89,1,0.65
HH_05343,Camp Beta,2,Female,36-50,0.68,0.64,1,0.68
HH_05344,Camp Beta,4,Male,36-50,0.62,0.76,0,0.52
HH_05345,Camp Gamma,3,Male,26-35,0.53,0.48,1,0.59
HH_05346,Camp Beta,10,Female,26-35,0.13,0.87,0,0.41
HH_05347,Camp Gamma,1,Female,18-25,0.05,0.24,1,0.3
HH_05348,Camp Gamma,3,Female,26-35,0.25,0.55,0,0.3
HH_05349,Camp Gamma,4,Female,18-25,0.28,0.47,0,0.29
HH_05350,Camp Beta,5,Female,36-50,0.55,0.94,0,0.55
HH_05351,Camp Beta,3,Female,26-35,0.18,0.89,0,0.37
HH_05352,Camp Alpha,7,Male,26-35,0.92,0.25,0,0.51
HH_05353,Camp Gamma,1,Female,26-35,0.65,0.14,1,0.51
HH_05354,Camp Beta,3,Male,26-35,0.17,0.82,1,0.54
HH_05355,Camp Alpha,2,Female,26-35,0.64,0.42,0,0.4
HH_05356,Camp Beta,10,Female,26-35,0.36,0.87,0,0.51
HH_05357,Camp Alpha,7,Male,26-35,0.54,0.22,0,0.35
HH_05358,Camp Alpha,10,Female,36-50,0.83,0.25,0,0.51
HH_05359,Camp Alpha,8,Female,26-35,0.61,0.28,0,0.41
HH_05360,Camp Alpha,5,Male,18-25,0.82,0.43,0,0.51
HH_05361,Camp Gamma,5,Female,36-50,0.3,0.55,0,0.34
HH_05362,Camp Alpha,5,Male,65+,0.83,0.33,1,0.68
HH_05363,Camp Gamma,2,Male,65+,0.73,0.71,0,0.53
HH_05364,Camp Alpha,10,Female,65+,0.52,0.15,0,0.35
HH_05365,Camp Gamma,5,Male,26-35,0.65,0.57,1,0.68
HH_05366,Camp Beta,1,Female,18-25,0.46,0.87,0,0.46
HH_05367,Camp Gamma,5,Male,26-35,0.26,0.58,1,0.53
HH_05368,Camp Gamma,3,Male,36-50,0.2,0.7,0,0.32
HH_05369,Camp Alpha,6,Male,36-50,0.71,0.64,0,0.54
HH_05370,Camp Gamma,8,Male,26-35,0.71,0.49,0,0.51
HH_05371,Camp Beta,3,Female,51-65,0.63,0.64,0,0.47
HH_05372,Camp Alpha,2,Other,36-50,0.2,0.28,0,0.18
HH_05373,Camp Gamma,3,Male,36-50,0.38,0.76,0,0.41
HH_05374,Camp Beta,9,Female,36-50,0.35,0.82,0,0.48
HH_05375,Camp Beta,3,Female,36-50,0.53,0.83,1,0.69
HH_05376,Camp Gamma,10,Female,26-35,0.53,0.32,1,0.61
HH_05377,Camp Beta,2,Female,36-50,0.21,0.88,0,0.37
HH_05378,Camp Alpha,5,Female,18-25,0.79,0.34,0,0.47
HH_05379,Camp Beta,5,Female,36-50,0.39,0.86,0,0.46
HH_05380,Camp Beta,6,Female,18-25,0.5,0.77,1,0.69
HH_05381,Camp Alpha,7,Male,36-50,0.6,0.11,0,0.34
HH_05382,Camp Alpha,3,Male,26-35,0.51,0.24,0,0.31
HH_05383,Camp Beta,4,Female,51-65,0.69,0.48,0,0.46
HH_05384,Camp Alpha,7,Male,65+,0.85,0.3,0,0.5
HH_05385,Camp Gamma,5,Male,26-35,0.16,0.32,0,0.21
HH_05386,Camp Gamma,9,Female,26-35,0.41,0.69,0,0.46
HH_05387,Camp Beta,10,Male,26-35,0.25,0.71,1,0.61
HH_05388,Camp Beta,10,Male,26-35,0.61,0.67,0,0.55
HH_05389,Camp Alpha,7,Female,65+,0.74,0.38,0,0.48
HH_05390,Camp Gamma,1,Female,18-25,0.6,0.34,0,0.35
HH_05391,Camp Alpha,8,Male,51-65,0.25,0.1,0,0.21
HH_05392,Camp Beta,10,Female,26-35,0.54,0.86,0,0.57
HH_05393,Camp Gamma,10,Male,26-35,0.07,0.22,0,0.19
HH_05394,Camp Gamma,4,Female,36-50,0.21,0.17,0,0.18
HH_05395,Camp Alpha,8,Female,36-50,0.63,0.53,1,0.69
HH_05396,Camp Gamma,6,Female,26-35,0.13,0.64,0,0.3
HH_05397,Camp Gamma,3,Female,36-50,0.19,0.51,1,0.46
HH_05398,Camp Alpha,7,Other,51-65,0.74,0.57,1,0.74
HH_05399,Camp Gamma,3,Female,36-50,0.15,0.52,0,0.25
HH_05400,Camp Beta,2,Female,18-25,0.44,0.77,1,0.63
HH_05401,Camp Beta,5,Male,26-35,0.73,0.39,0,0.46
HH_05402,Camp Beta,4,Male,26-35,0.62,0.59,0,0.46
HH_05403,Camp Gamma,5,Male,36-50,0.09,0.15,0,0.13
HH_05404,Camp Alpha,9,Male,36-50,0.64,0.39,0,0.46
HH_05405,Camp Beta,8,Other,36-50,0.6,0.86,0,0.58
HH_05406,Camp Alpha,7,Female,26-35,0.8,0.66,0,0.59
HH_05407,Camp Gamma,3,Female,26-35,0.67,0.61,0,0.48
HH_05408,Camp Gamma,9,Female,36-50,0.58,0.87,1,0.78
HH_05409,Camp Alpha,4,Female,36-50,0.52,0.31,0,0.34
HH_05410,Camp Gamma,9,Female,26-35,0.72,0.49,0,0.52
HH_05411,Camp Beta,5,Male,18-25,0.38,0.52,0,0.36
HH_05412,Camp Gamma,3,Female,51-65,0.46,0.7,0,0.42
HH_05413,Camp Beta,3,Male,51-65,0.28,0.95,1,0.63
HH_05414,Camp Beta,10,Female,36-50,0.66,0.71,1,0.78
HH_05415,Camp Gamma,4,Female,65+,0.85,0.63,0,0.57
HH_05416,Camp Alpha,4,Female,26-35,0.85,0.37,1,0.69
HH_05417,Camp Alpha,2,Male,36-50,0.91,0.21,0,0.45
HH_05418,Camp Alpha,2,Male,65+,0.59,0.28,0,0.34
HH_05419,Camp Gamma,7,Male,65+,0.82,0.23,0,0.47
HH_05420,Camp Gamma,8,Female,51-65,0.37,0.47,1,0.57
HH_05421,Camp Beta,7,Other,26-35,0.38,0.82,0,0.47
HH_05422,Camp Gamma,2,Female,36-50,0.43,0.47,1,0.53
HH_05423,Camp Beta,4,Female,26-35,0.36,0.93,0,0.46
HH_05424,Camp Gamma,4,Female,26-35,0.53,0.65,1,0.65
HH_05425,Camp Beta,4,Female,51-65,0.71,0.74,0,0.55
HH_05426,Camp Alpha,10,Male,36-50,0.79,0.57,0,0.59
HH_05427,Camp Gamma,3,Female,26-35,0.58,0.64,1,0.65
HH_05428,Camp Gamma,1,Male,26-35,0.58,0.47,0,0.38
HH_05429,Camp Alpha,1,Female,26-35,0.86,0.51,1,0.71
HH_05430,Camp Alpha,4,Female,26-35,0.64,0.48,0,0.44
HH_05431,Camp Beta,2,Male,65+,0.59,0.57,0,0.43
HH_05432,Camp Alpha,3,Female,36-50,0.69,0.09,0,0.33
HH_05433,Camp Gamma,10,Female,36-50,0.23,0.58,1,0.57
HH_05434,Camp Alpha,7,Male,26-35,0.64,0.29,1,0.61
HH_05435,Camp Alpha,4,Female,36-50,0.83,0.28,0,0.46
HH_05436,Camp Beta,6,Female,51-65,0.34,0.68,0,0.4
HH_05437,Camp Beta,7,Male,18-25,0.36,0.72,0,0.43
HH_05438,Camp Gamma,8,Male,26-35,0.73,0.45,1,0.71
HH_05439,Camp Gamma,7,Male,51-65,0.39,0.33,0,0.33
HH_05440,Camp Beta,10,Male,36-50,0.45,0.75,0,0.51
HH_05441,Camp Beta,7,Male,65+,0.33,0.8,0,0.44
HH_05442,Camp Gamma,8,Male,26-35,0.43,0.52,0,0.41
HH_05443,Camp Beta,7,Female,26-35,0.44,0.78,0,0.48
HH_05444,Camp Beta,10,Female,36-50,0.42,0.86,0,0.53
HH_05445,Camp Gamma,5,Male,18-25,0.51,0.65,0,0.45
HH_05446,Camp Gamma,1,Female,26-35,0.42,0.24,1,0.45
HH_05447,Camp Alpha,7,Male,26-35,0.86,0.08,0,0.44
HH_05448,Camp Alpha,1,Female,18-25,0.96,0.31,1,0.69
HH_05449,Camp Alpha,10,Female,26-35,0.7,0.54,1,0.74
HH_05450,Camp Alpha,4,Male,18-25,0.61,0.21,0,0.35
HH_05451,Camp Gamma,9,Female,51-65,0.62,0.53,0,0.5
HH_05452,Camp Beta,8,Male,51-65,0.52,0.74,0,0.51
HH_05453,Camp Gamma,2,Male,36-50,0.09,0.32,1,0.35
HH_05454,Camp Alpha,7,Female,26-35,0.52,0.34,0,0.38
HH_05455,Camp Alpha,9,Female,26-35,0.88,0.17,0,0.49
HH_05456,Camp Beta,9,Male,18-25,0.5,0.93,0,0.57
HH_05457,Camp Alpha,9,Female,51-65,0.64,0.29,1,0.63
HH_05458,Camp Gamma,1,Male,36-50,0.51,0.37,0,0.33
HH_05459,Camp Beta,2,Female,26-35,0.46,0.86,0,0.46
HH_05460,Camp Beta,4,Male,26-35,0.48,0.73,0,0.45
HH_05461,Camp Beta,4,Other,51-65,0.27,0.91,1,0.62
HH_05462,Camp Gamma,5,Female,26-35,0.35,0.36,0,0.3
HH_05463,Camp Beta,2,Male,26-35,0.41,0.89,1,0.65
HH_05464,Camp Beta,5,Female,26-35,0.49,0.85,0,0.5
HH_05465,Camp Beta,10,Male,36-50,0.5,0.73,0,0.52
HH_05466,Camp Beta,3,Male,26-35,0.45,0.9,0,0.48
HH_05467,Camp Beta,2,Female,36-50,0.57,0.75,0,0.47
HH_05468,Camp Alpha,10,Male,65+,0.83,0.53,0,0.59
HH_05469,Camp Beta,5,Female,36-50,0.45,0.81,0,0.47
HH_05470,Camp Beta,10,Female,18-25,0.68,0.57,0,0.54
HH_05471,Camp Alpha,6,Male,26-35,0.68,0.16,1,0.58
HH_05472,Camp Alpha,3,Female,65+,0.72,0.43,0,0.45
HH_05473,Camp Beta,2,Female,51-65,0.2,0.92,0,0.38
HH_05474,Camp Alpha,7,Male,18-25,0.31,0.2,0,0.25
HH_05475,Camp Beta,9,Other,26-35,0.56,0.89,0,0.58
HH_05476,Camp Alpha,9,Female,65+,0.89,0.58,1,0.82
HH_05477,Camp Beta,1,Female,26-35,0.13,0.8,1,0.5
HH_05478,Camp Beta,5,Male,51-65,0.25,0.86,0,0.41
HH_05479,Camp Beta,3,Male,26-35,0.25,0.94,0,0.41
HH_05480,Camp Beta,8,Female,18-25,0.51,0.38,0,0.4
HH_05481,Camp Beta,3,Male,36-50,0.73,0.72,1,0.74
HH_05482,Camp Alpha,2,Other,51-65,0.8,0.53,0,0.5
HH_05483,Camp Beta,5,Male,36-50,0.39,0.65,0,0.4
HH_05484,Camp Beta,1,Female,36-50,0.54,0.82,0,0.47
HH_05485,Camp Beta,6,Female,26-35,0.75,0.59,0,0.54
HH_05486,Camp Alpha,4,Female,65+,0.92,0.54,0,0.57
HH_05487,Camp Beta,3,Female,26-35,0.17,0.66,1,0.5
HH_05488,Camp Beta,10,Female,36-50,0.71,0.77,0,0.61
HH_05489,Camp Alpha,6,Female,26-35,0.26,0.64,0,0.36
HH_05490,Camp Gamma,1,Female,51-65,0.27,0.22,0,0.18
HH_05491,Camp Gamma,8,Male,26-35,0.41,0.12,1,0.48
HH_05492,Camp Alpha,7,Female,36-50,0.69,0.11,0,0.38
HH_05493,Camp Gamma,2,Male,51-65,0.26,0.14,0,0.17
HH_05494,Camp Alpha,5,Male,36-50,0.71,0.3,1,0.62
HH_05495,Camp Gamma,3,Male,26-35,0.29,0.51,1,0.5
HH_05496,Camp Beta,9,Male,26-35,0.81,0.51,0,0.57
HH_05497,Camp Alpha,7,Male,36-50,0.77,0.45,0,0.51
HH_05498,Camp Gamma,2,Female,36-50,0.51,0.39,1,0.54
HH_05499,Camp Alpha,6,Male,26-35,0.64,0.21,1,0.58
HH_05500,Camp Beta,10,Male,51-65,0.37,0.94,0,0.53
HH_05501,Camp Gamma,3,Female,51-65,0.01,0.65,0,0.23
HH_05502,Camp Beta,10,Male,18-25,0.54,0.87,0,0.58
HH_05503,Camp Beta,7,Female,26-35,0.51,0.85,1,0.73
HH_05504,Camp Alpha,9,Male,36-50,0.63,0.49,0,0.49
HH_05505,Camp Beta,3,Female,36-50,0.47,0.85,0,0.47
HH_05506,Camp Alpha,1,Female,26-35,0.71,0.16,0,0.34
HH_05507,Camp Alpha,3,Male,65+,0.81,0.21,0,0.42
HH_05508,Camp Gamma,1,Male,36-50,0.45,0.48,1,0.53
HH_05509,Camp Gamma,6,Male,26-35,0.47,0.65,0,0.44
HH_05510,Camp Gamma,7,Female,26-35,0.44,0.43,0,0.38
HH_05511,Camp Gamma,2,Female,36-50,0.62,0.67,0,0.47
HH_05512,Camp Gamma,1,Male,36-50,0.88,0.74,0,0.58
HH_05513,Camp Beta,2,Other,65+,0.31,0.82,1,0.59
HH_05514,Camp Gamma,2,Female,36-50,0.2,0.6,0,0.28
HH_05515,Camp Beta,10,Female,36-50,0.34,0.73,0,0.45
HH_05516,Camp Alpha,10,Male,36-50,0.65,0.5,0,0.51
HH_05517,Camp Beta,10,Female,36-50,0.67,0.91,0,0.64
HH_05518,Camp Beta,3,Female,36-50,0.79,0.68,0,0.55
HH_05519,Camp Gamma,7,Male,26-35,0.34,0.66,0,0.4
HH_05520,Camp Gamma,5,Female,18-25,0.89,0.5,0,0.56
HH_05521,Camp Gamma,9,Female,36-50,0.32,0.57,0,0.39
HH_05522,Camp Beta,10,Male,26-35,0.63,0.78,0,0.59
HH_05523,Camp Alpha,1,Male,36-50,0.54,0.15,1,0.47
HH_05524,Camp Gamma,10,Female,36-50,0.53,0.7,0,0.52
HH_05525,Camp Beta,2,Male,26-35,0.27,0.88,0,0.39
HH_05526,Camp Alpha,7,Male,36-50,0.82,0.1,0,0.43
HH_05527,Camp Alpha,3,Male,26-35,0.71,0.2,0,0.37
HH_05528,Camp Gamma,6,Male,36-50,0.18,0.22,0,0.2
HH_05529,Camp Beta,2,Female,26-35,0.23,0.6,0,0.29
HH_05530,Camp Gamma,9,Female,36-50,0.5,0.32,1,0.59
HH_05531,Camp Alpha,6,Male,26-35,0.75,0.45,0,0.5
HH_05532,Camp Alpha,5,Female,36-50,0.9,0.16,1,0.66
HH_05533,Camp Gamma,4,Female,51-65,0.47,0.36,0,0.34
HH_05534,Camp Alpha,4,Female,18-25,0.73,0.4,0,0.45
HH_05535,Camp Alpha,2,Female,65+,0.96,0.24,0,0.48
HH_05536,Camp Beta,10,Female,26-35,0.21,0.66,0,0.38
HH_05537,Camp Alpha,8,Female,26-35,0.9,0.37,0,0.55
HH_05538,Camp Alpha,4,Male,36-50,0.47,0.29,0,0.32
HH_05539,Camp Gamma,2,Female,18-25,0.43,0.32,0,0.29
HH_05540,Camp Beta,6,Male,36-50,0.48,0.47,0,0.39
HH_05541,Camp Beta,9,Male,36-50,0.55,0.83,1,0.76
HH_05542,Camp Alpha,5,Male,36-50,0.92,0.4,0,0.54
HH_05543,Camp Gamma,7,Female,36-50,0.5,0.96,0,0.56
HH_05544,Camp Beta,3,Female,51-65,0.22,0.69,0,0.32
HH_05545,Camp Alpha,7,Female,26-35,0.48,0.07,1,0.48
HH_05546,Camp Beta,10,Female,51-65,0.48,0.85,0,0.55
HH_05547,Camp Alpha,10,Male,18-25,0.59,0.23,0,0.41
HH_05548,Camp Gamma,8,Male,26-35,0.36,0.34,0,0.33
HH_05549,Camp Beta,1,Female,18-25,0.32,0.45,1,0.47
HH_05550,Camp Beta,6,Female,51-65,0.48,0.57,0,0.42
HH_05551,Camp Alpha,7,Male,26-35,0.9,0.43,0,0.56
HH_05552,Camp Beta,8,Other,26-35,0.18,0.71,1,0.56
HH_05553,Camp Beta,8,Female,51-65,0.36,0.67,1,0.62
